file_id,number_of_pages,pdf_location,txt_location,txt_content
104-10326-10069,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10326-10069.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10069.txt,
104-10326-10070,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/simple/104-10326-10070.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10070.txt,
104-10326-10071,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/simple/104-10326-10071.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10071.txt,
104-10326-10072,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10326-10072.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10072.txt,
104-10326-10073,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10326-10073.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10073.txt,
104-10326-10074,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10326-10074.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10074.txt,
104-10326-10075,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10326-10075.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10075.txt,
104-10326-10076,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10326-10076.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10076.txt,
104-10326-10077,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10326-10077.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10077.txt,
104-10326-10078,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/simple/104-10326-10078.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10078.txt,
104-10326-10079,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/simple/104-10326-10079.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10079.txt,
104-10326-10080,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10326-10080.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10080.txt,
104-10326-10081,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10326-10081.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10081.txt,
104-10326-10082,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10326-10082.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10082.txt,
104-10326-10083,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10326-10083.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10083.txt,
104-10326-10084,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/simple/104-10326-10084.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10084.txt,
104-10326-10085,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10326-10085.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10085.txt,
104-10326-10087,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10326-10087.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10087.txt,
104-10326-10090,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/simple/104-10326-10090.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10090.txt,
104-10326-10091,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10326-10091.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10091.txt,
104-10326-10092,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10326-10092.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10092.txt,
104-10326-10093,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10326-10093.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10093.txt,
104-10326-10094,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/simple/104-10326-10094.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10094.txt,
104-10326-10095,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10326-10095.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10095.txt,
104-10326-10096,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10326-10096.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10096.txt,
104-10326-10097,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10326-10097.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10097.txt,
104-10326-10098,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/simple/104-10326-10098.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10098.txt,
104-10326-10100,9,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10326-10100.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10100.txt,
104-10326-10101,5,/Users/furkandemir/Desktop/Thesis/pdf_files/5/104-10326-10101.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10101.txt,
104-10326-10102,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10326-10102.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10326-10102.txt,
104-10328-10038,93,/Users/furkandemir/Desktop/Thesis/pdf_files/91-100/104-10328-10038.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10328-10038.txt,
104-10330-10010,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10330-10010.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10330-10010.txt,
104-10330-10026,5,/Users/furkandemir/Desktop/Thesis/pdf_files/5/104-10330-10026.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10330-10026.txt,
104-10330-10044,5,/Users/furkandemir/Desktop/Thesis/pdf_files/5/104-10330-10044.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10330-10044.txt,
104-10330-10060,8,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10330-10060.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10330-10060.txt,
104-10330-10070,9,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10330-10070.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10330-10070.txt,
104-10330-10081,16,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10330-10081.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10330-10081.txt,
104-10330-10083,13,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10330-10083.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10330-10083.txt,
104-10330-10100,11,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10330-10100.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10330-10100.txt,
104-10330-10102,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10330-10102.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10330-10102.txt,
104-10330-10118,6,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10330-10118.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10330-10118.txt,
104-10330-10133,7,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10330-10133.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10330-10133.txt,
104-10331-10076,6,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10331-10076.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10076.txt,
104-10331-10080,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/simple/104-10331-10080.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10080.txt,
104-10331-10118,14,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10331-10118.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10118.txt,
104-10331-10121,6,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10331-10121.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10121.txt,
104-10331-10127,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10331-10127.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10127.txt,
104-10331-10132,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10331-10132.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10132.txt,
104-10331-10134,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10331-10134.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10134.txt,
104-10331-10139,4,/Users/furkandemir/Desktop/Thesis/pdf_files/4/104-10331-10139.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10139.txt,
104-10331-10140,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10331-10140.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10140.txt,
104-10331-10149,4,/Users/furkandemir/Desktop/Thesis/pdf_files/4/104-10331-10149.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10149.txt,
104-10331-10152,6,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10331-10152.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10152.txt,
104-10331-10154,4,/Users/furkandemir/Desktop/Thesis/pdf_files/4/104-10331-10154.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10154.txt,
104-10331-10166,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10331-10166.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10166.txt,
104-10331-10177,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10331-10177.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10177.txt,
104-10331-10178,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/simple/104-10331-10178.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10178.txt,
104-10331-10194,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10331-10194.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10194.txt,
104-10331-10202,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10331-10202.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10202.txt,
104-10331-10209,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10331-10209.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10209.txt,
104-10331-10226,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10331-10226.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10226.txt,
104-10331-10318,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10331-10318.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10318.txt,
104-10331-10320,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10331-10320.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10320.txt,
104-10331-10321,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/simple/104-10331-10321.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10321.txt,
104-10331-10338,15,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10331-10338.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10338.txt,
104-10331-10353,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/simple/104-10331-10353.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10353.txt,
104-10331-10370,38,/Users/furkandemir/Desktop/Thesis/pdf_files/31-40/104-10331-10370.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10331-10370.txt,
104-10332-10000,13,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10332-10000.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10332-10000.txt,
104-10332-10002,25,/Users/furkandemir/Desktop/Thesis/pdf_files/21-30/104-10332-10002.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10332-10002.txt,
104-10332-10007,81,/Users/furkandemir/Desktop/Thesis/pdf_files/81-90/104-10332-10007.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10332-10007.txt,
104-10332-10008,22,/Users/furkandemir/Desktop/Thesis/pdf_files/21-30/104-10332-10008.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10332-10008.txt,
104-10332-10009,76,/Users/furkandemir/Desktop/Thesis/pdf_files/71-80/104-10332-10009.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10332-10009.txt,
104-10332-10014,56,/Users/furkandemir/Desktop/Thesis/pdf_files/51-60/104-10332-10014.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10332-10014.txt,
104-10332-10016,15,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10332-10016.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10332-10016.txt,
104-10332-10020,17,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10332-10020.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10332-10020.txt,
104-10332-10021,22,/Users/furkandemir/Desktop/Thesis/pdf_files/21-30/104-10332-10021.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10332-10021.txt,
104-10332-10022,95,/Users/furkandemir/Desktop/Thesis/pdf_files/91-100/104-10332-10022.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10332-10022.txt,
104-10332-10023,220,/Users/furkandemir/Desktop/Thesis/files/101+/104-10332-10023.pdf,,
104-10333-10001,169,/Users/furkandemir/Desktop/Thesis/files/101+/104-10333-10001.pdf,,
104-10333-10002,25,/Users/furkandemir/Desktop/Thesis/pdf_files/21-30/104-10333-10002.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10333-10002.txt,
104-10333-10006,34,/Users/furkandemir/Desktop/Thesis/pdf_files/31-40/104-10333-10006.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10333-10006.txt,
104-10333-10008,59,/Users/furkandemir/Desktop/Thesis/pdf_files/51-60/104-10333-10008.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10333-10008.txt,
104-10333-10011,65,/Users/furkandemir/Desktop/Thesis/pdf_files/61-70/104-10333-10011.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10333-10011.txt,
104-10333-10013,34,/Users/furkandemir/Desktop/Thesis/pdf_files/31-40/104-10333-10013.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10333-10013.txt,
104-10333-10014,199,/Users/furkandemir/Desktop/Thesis/files/101+/104-10333-10014.pdf,,
104-10335-10001,14,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10335-10001.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10335-10001.txt,
104-10335-10008,39,/Users/furkandemir/Desktop/Thesis/pdf_files/31-40/104-10335-10008.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10335-10008.txt,
104-10335-10014,51,/Users/furkandemir/Desktop/Thesis/pdf_files/51-60/104-10335-10014.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10335-10014.txt,
104-10336-10000,9,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10336-10000.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10336-10000.txt,
104-10336-10034,14,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10336-10034.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10336-10034.txt,
104-10337-10001,261,/Users/furkandemir/Desktop/Thesis/files/101+/104-10337-10001.pdf,,
104-10337-10002,27,/Users/furkandemir/Desktop/Thesis/pdf_files/21-30/104-10337-10002.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10337-10002.txt,
104-10337-10014,63,/Users/furkandemir/Desktop/Thesis/pdf_files/61-70/104-10337-10014.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10337-10014.txt,
104-10338-10005,8,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10338-10005.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10338-10005.txt,
104-10338-10018,24,/Users/furkandemir/Desktop/Thesis/pdf_files/21-30/104-10338-10018.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10338-10018.txt,
104-10400-10311,231,/Users/furkandemir/Desktop/Thesis/files/101+/104-10400-10311.pdf,,
104-10400-10316,61,/Users/furkandemir/Desktop/Thesis/pdf_files/61-70/104-10400-10316.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10400-10316.txt,
104-10406-10136,13,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10406-10136.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10406-10136.txt,
104-10406-10139,19,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10406-10139.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10406-10139.txt,
104-10408-10027,7,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10408-10027.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10408-10027.txt,
104-10408-10078,22,/Users/furkandemir/Desktop/Thesis/pdf_files/21-30/104-10408-10078.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10408-10078.txt,
104-10408-10316,19,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10408-10316.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10408-10316.txt,
104-10408-10329,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10408-10329.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10408-10329.txt,
104-10408-10415,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10408-10415.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10408-10415.txt,
104-10408-10416,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10408-10416.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10408-10416.txt,
104-10412-10005,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10412-10005.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10412-10005.txt,
104-10413-10053,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10413-10053.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10413-10053.txt,
104-10413-10057,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10413-10057.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10413-10057.txt,
104-10413-10306,91,/Users/furkandemir/Desktop/Thesis/pdf_files/91-100/104-10413-10306.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10413-10306.txt,
104-10414-10002,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10414-10002.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10414-10002.txt,
104-10414-10025,5,/Users/furkandemir/Desktop/Thesis/pdf_files/5/104-10414-10025.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10414-10025.txt,
104-10418-10041,4,/Users/furkandemir/Desktop/Thesis/pdf_files/4/104-10418-10041.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10418-10041.txt,
104-10418-10045,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10418-10045.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10418-10045.txt,
104-10418-10046,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10418-10046.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10418-10046.txt,
104-10418-10103,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10418-10103.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10418-10103.txt,
104-10418-10104,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10418-10104.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10418-10104.txt,
104-10418-10202,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10418-10202.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10418-10202.txt,
104-10418-10230,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10418-10230.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10418-10230.txt,
104-10418-10378,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10418-10378.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10418-10378.txt,
104-10418-10439,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10418-10439.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10418-10439.txt,
104-10422-10054,9,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10422-10054.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10422-10054.txt,
104-10422-10055,7,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10422-10055.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10422-10055.txt,
104-10422-10057,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10422-10057.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10422-10057.txt,
104-10423-10337,52,/Users/furkandemir/Desktop/Thesis/pdf_files/51-60/104-10423-10337.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10423-10337.txt,
104-10425-10008,4,/Users/furkandemir/Desktop/Thesis/pdf_files/4/104-10425-10008.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10425-10008.txt,
104-10428-10012,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10428-10012.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10428-10012.txt,
104-10431-10006,39,/Users/furkandemir/Desktop/Thesis/pdf_files/31-40/104-10431-10006.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10431-10006.txt,
104-10431-10091,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10431-10091.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10431-10091.txt,
104-10431-10102,12,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10431-10102.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10431-10102.txt,
104-10433-10050,6,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10433-10050.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10433-10050.txt,
104-10433-10081,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10433-10081.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10433-10081.txt,
104-10433-10167,22,/Users/furkandemir/Desktop/Thesis/pdf_files/21-30/104-10433-10167.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10433-10167.txt,
104-10433-10209,295,/Users/furkandemir/Desktop/Thesis/files/101+/104-10433-10209.pdf,,
104-10433-10212,166,/Users/furkandemir/Desktop/Thesis/files/101+/104-10433-10212.pdf,,
104-10435-10071,149,/Users/furkandemir/Desktop/Thesis/files/101+/104-10435-10071.pdf,,
104-10437-10079,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10437-10079.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10437-10079.txt,
104-10437-10091,49,/Users/furkandemir/Desktop/Thesis/pdf_files/41-50/104-10437-10091.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10437-10091.txt,
104-10438-10186,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10438-10186.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10438-10186.txt,
104-10438-10237,189,/Users/furkandemir/Desktop/Thesis/files/101+/104-10438-10237.pdf,,
104-10439-10113,31,/Users/furkandemir/Desktop/Thesis/pdf_files/31-40/104-10439-10113.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10439-10113.txt,
104-10506-10024,7,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10506-10024.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10506-10024.txt,
104-10506-10028,157,/Users/furkandemir/Desktop/Thesis/files/101+/104-10506-10028.pdf,,
104-10510-10090,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10510-10090.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10510-10090.txt,
104-10510-10141,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10510-10141.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10510-10141.txt,
104-10512-10101,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10512-10101.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10512-10101.txt,
104-10512-10102,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10512-10102.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10512-10102.txt,
104-10512-10110,13,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10512-10110.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10512-10110.txt,
104-10516-10103,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10516-10103.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10516-10103.txt,
104-10516-10195,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10516-10195.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10516-10195.txt,
104-10516-10214,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10516-10214.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10516-10214.txt,
104-10516-10227,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10516-10227.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10516-10227.txt,
104-10516-10239,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10516-10239.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10516-10239.txt,
104-10516-10270,6,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10516-10270.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10516-10270.txt,
104-10516-10338,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10516-10338.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10516-10338.txt,
104-10516-10348,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10516-10348.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10516-10348.txt,
104-10517-10120,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10517-10120.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10517-10120.txt,
104-10517-10121,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10517-10121.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10517-10121.txt,
104-10519-10182,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10519-10182.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10519-10182.txt,
104-10519-10184,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10519-10184.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10519-10184.txt,
104-10527-10212,5,/Users/furkandemir/Desktop/Thesis/pdf_files/5/104-10527-10212.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10527-10212.txt,
104-10527-10277,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10527-10277.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10527-10277.txt,
