file_id,number_of_pages,pdf_location,txt_location,txt_content
104-10112-10186,6,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10112-10186.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10112-10186.txt,
104-10112-10204,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10112-10204.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10112-10204.txt,
104-10112-10323,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10112-10323.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10112-10323.txt,
104-10112-10450,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10112-10450.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10112-10450.txt,
104-10113-10030,8,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10113-10030.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10113-10030.txt,
104-10113-10181,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10113-10181.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10113-10181.txt,
104-10113-10244,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10113-10244.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10113-10244.txt,
104-10113-10249,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10113-10249.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10113-10249.txt,
104-10113-10254,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10113-10254.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10113-10254.txt,
104-10113-10258,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10113-10258.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10113-10258.txt,
104-10114-10042,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10114-10042.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10114-10042.txt,
104-10114-10152,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10114-10152.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10114-10152.txt,
104-10114-10160,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10114-10160.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10114-10160.txt,
104-10114-10161,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10114-10161.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10114-10161.txt,
104-10114-10162,8,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10114-10162.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10114-10162.txt,
104-10114-10163,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10114-10163.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10114-10163.txt,
104-10115-10074,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10115-10074.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10115-10074.txt,
104-10116-10261,8,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10116-10261.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10116-10261.txt,
104-10117-10075,4,/Users/furkandemir/Desktop/Thesis/pdf_files/4/104-10117-10075.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10117-10075.txt,
104-10117-10076,20,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10117-10076.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10117-10076.txt,
104-10117-10203,8,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10117-10203.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10117-10203.txt,
104-10117-10251,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10117-10251.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10117-10251.txt,
104-10117-10268,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10117-10268.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10117-10268.txt,
104-10117-10296,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10117-10296.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10117-10296.txt,
104-10118-10427,58,/Users/furkandemir/Desktop/Thesis/pdf_files/51-60/104-10118-10427.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10118-10427.txt,
104-10119-10040,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10119-10040.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10119-10040.txt,
104-10119-10182,19,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10119-10182.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10119-10182.txt,
104-10119-10183,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10119-10183.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10119-10183.txt,
104-10119-10220,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10119-10220.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10119-10220.txt,
104-10119-10225,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10119-10225.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10119-10225.txt,
104-10119-10247,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10119-10247.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10119-10247.txt,
104-10119-10338,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10119-10338.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10119-10338.txt,
104-10119-10339,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10119-10339.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10119-10339.txt,
104-10119-10365,4,/Users/furkandemir/Desktop/Thesis/pdf_files/4/104-10119-10365.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10119-10365.txt,
104-10119-10367,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10119-10367.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10119-10367.txt,
104-10119-10403,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10119-10403.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10119-10403.txt,
104-10120-10271,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10120-10271.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10271.txt,
104-10120-10273,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10120-10273.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10273.txt,
104-10120-10274,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10120-10274.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10274.txt,
104-10120-10275,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10120-10275.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10275.txt,
104-10120-10276,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10120-10276.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10276.txt,
104-10120-10290,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10120-10290.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10290.txt,
104-10120-10297,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10120-10297.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10297.txt,
104-10120-10301,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10120-10301.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10301.txt,
104-10120-10319,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10120-10319.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10319.txt,
104-10120-10354,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10120-10354.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10354.txt,
104-10120-10373,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10120-10373.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10373.txt,
104-10120-10378,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10120-10378.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10378.txt,
104-10120-10381,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10120-10381.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10381.txt,
104-10120-10398,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10120-10398.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10398.txt,
104-10120-10442,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10120-10442.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10442.txt,
104-10120-10502,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10120-10502.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10502.txt,
104-10120-10652,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10120-10652.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10652.txt,
104-10120-10657,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10120-10657.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10657.txt,
104-10120-10666,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10120-10666.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10120-10666.txt,
104-10121-10021,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10121-10021.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10021.txt,
104-10121-10091,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10121-10091.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10091.txt,
104-10121-10119,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10121-10119.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10119.txt,
104-10121-10130,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10121-10130.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10130.txt,
104-10121-10133,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10121-10133.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10133.txt,
104-10121-10140,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10121-10140.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10140.txt,
104-10121-10174,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10121-10174.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10174.txt,
104-10121-10191,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10121-10191.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10191.txt,
104-10121-10197,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10121-10197.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10197.txt,
104-10121-10217,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10121-10217.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10217.txt,
104-10121-10226,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10121-10226.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10226.txt,
104-10121-10236,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10121-10236.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10236.txt,
104-10121-10239,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10121-10239.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10239.txt,
104-10121-10263,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10121-10263.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10263.txt,
104-10121-10304,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10121-10304.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10304.txt,
104-10121-10341,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10121-10341.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10341.txt,
104-10121-10342,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10121-10342.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10342.txt,
104-10121-10366,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10121-10366.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10121-10366.txt,
104-10122-10135,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10122-10135.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10122-10135.txt,
104-10122-10141,12,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10122-10141.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10122-10141.txt,
104-10122-10147,4,/Users/furkandemir/Desktop/Thesis/pdf_files/4/104-10122-10147.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10122-10147.txt,
104-10122-10279,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10122-10279.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10122-10279.txt,
104-10122-10288,6,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10122-10288.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10122-10288.txt,
104-10122-10291,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10122-10291.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10122-10291.txt,
104-10122-10307,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10122-10307.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10122-10307.txt,
104-10122-10344,5,/Users/furkandemir/Desktop/Thesis/pdf_files/5/104-10122-10344.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10122-10344.txt,
104-10122-10346,9,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10122-10346.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10122-10346.txt,
104-10122-10405,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10122-10405.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10122-10405.txt,
104-10122-10411,4,/Users/furkandemir/Desktop/Thesis/pdf_files/4/104-10122-10411.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10122-10411.txt,
104-10123-10017,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10123-10017.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10123-10017.txt,
104-10123-10018,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10123-10018.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10123-10018.txt,
104-10123-10019,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10123-10019.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10123-10019.txt,
104-10123-10020,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10123-10020.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10123-10020.txt,
104-10123-10022,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10123-10022.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10123-10022.txt,
104-10123-10097,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10123-10097.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10123-10097.txt,
104-10123-10098,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10123-10098.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10123-10098.txt,
104-10123-10160,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10123-10160.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10123-10160.txt,
104-10123-10219,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10123-10219.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10123-10219.txt,
104-10123-10220,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10123-10220.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10123-10220.txt,
104-10123-10223,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10123-10223.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10123-10223.txt,
104-10123-10407,4,/Users/furkandemir/Desktop/Thesis/pdf_files/4/104-10123-10407.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10123-10407.txt,
104-10123-10421,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10123-10421.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10123-10421.txt,
104-10124-10037,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10124-10037.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10124-10037.txt,
104-10124-10149,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10124-10149.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10124-10149.txt,
104-10126-10194,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/simple/104-10126-10194.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10126-10194.txt,
104-10126-10253,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10126-10253.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10126-10253.txt,
104-10127-10025,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10127-10025.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10127-10025.txt,
104-10128-10249,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/simple/104-10128-10249.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10128-10249.txt,
104-10128-10300,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10128-10300.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10128-10300.txt,
104-10129-10002,16,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10129-10002.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10129-10002.txt,
104-10129-10027,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10129-10027.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10129-10027.txt,
104-10129-10033,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10129-10033.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10129-10033.txt,
104-10129-10034,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10129-10034.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10129-10034.txt,
104-10129-10101,4,/Users/furkandemir/Desktop/Thesis/pdf_files/4/104-10129-10101.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10129-10101.txt,
104-10129-10264,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10129-10264.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10129-10264.txt,
104-10129-10438,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10129-10438.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10129-10438.txt,
104-10129-10439,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10129-10439.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10129-10439.txt,
104-10130-10215,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10130-10215.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10130-10215.txt,
104-10130-10305,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10130-10305.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10130-10305.txt,
104-10130-10339,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10130-10339.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10130-10339.txt,
104-10130-10343,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10130-10343.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10130-10343.txt,
104-10130-10344,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10130-10344.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10130-10344.txt,
104-10130-10356,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10130-10356.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10130-10356.txt,
104-10130-10381,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10130-10381.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10130-10381.txt,
104-10130-10454,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10130-10454.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10130-10454.txt,
104-10130-10472,4,/Users/furkandemir/Desktop/Thesis/pdf_files/4/104-10130-10472.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10130-10472.txt,
104-10130-10485,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10130-10485.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10130-10485.txt,
104-10131-10010,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10131-10010.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10131-10010.txt,
104-10131-10014,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10131-10014.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10131-10014.txt,
104-10131-10016,4,/Users/furkandemir/Desktop/Thesis/pdf_files/4/104-10131-10016.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10131-10016.txt,
104-10131-10028,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10131-10028.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10131-10028.txt,
104-10131-10037,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10131-10037.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10131-10037.txt,
104-10131-10099,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10131-10099.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10131-10099.txt,
104-10131-10111,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10131-10111.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10131-10111.txt,
104-10132-10092,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10132-10092.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10132-10092.txt,
104-10133-10207,152,/Users/furkandemir/Desktop/Thesis/files/101+/104-10133-10207.pdf,,
104-10133-10437,4,/Users/furkandemir/Desktop/Thesis/pdf_files/4/104-10133-10437.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10133-10437.txt,
104-10133-10461,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10133-10461.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10133-10461.txt,
104-10135-10145,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/simple/104-10135-10145.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10135-10145.txt,
104-10136-10324,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10136-10324.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10136-10324.txt,
104-10136-10327,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10136-10327.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10136-10327.txt,
104-10136-10329,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10136-10329.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10136-10329.txt,
104-10140-10101,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10140-10101.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10140-10101.txt,
104-10140-10420,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10140-10420.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10140-10420.txt,
104-10142-10029,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10142-10029.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10142-10029.txt,
104-10142-10055,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10142-10055.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10142-10055.txt,
104-10142-10279,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10142-10279.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10142-10279.txt,
104-10142-10317,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10142-10317.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10142-10317.txt,
104-10143-10088,16,/Users/furkandemir/Desktop/Thesis/pdf_files/11-20/104-10143-10088.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10143-10088.txt,
104-10145-10047,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10145-10047.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10145-10047.txt,
104-10145-10262,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10145-10262.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10145-10262.txt,
104-10145-10436,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10145-10436.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10145-10436.txt,
104-10146-10062,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10146-10062.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10146-10062.txt,
104-10146-10198,9,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10146-10198.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10146-10198.txt,
104-10146-10308,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10146-10308.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10146-10308.txt,
104-10147-10202,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10147-10202.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10147-10202.txt,
104-10147-10216,10,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10147-10216.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10147-10216.txt,
104-10147-10229,10,/Users/furkandemir/Desktop/Thesis/pdf_files/6-10/104-10147-10229.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10147-10229.txt,
104-10147-10301,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10147-10301.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10147-10301.txt,
104-10147-10304,2,/Users/furkandemir/Desktop/Thesis/pdf_files/2/104-10147-10304.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10147-10304.txt,
104-10150-10004,287,/Users/furkandemir/Desktop/Thesis/files/101+/104-10150-10004.pdf,,
104-10150-10038,3,/Users/furkandemir/Desktop/Thesis/pdf_files/3/104-10150-10038.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10150-10038.txt,
104-10150-10136,416,/Users/furkandemir/Desktop/Thesis/files/101+/104-10150-10136.pdf,,
104-10151-10188,1,/Users/furkandemir/Desktop/Thesis/pdf_files/1/104-10151-10188.pdf,/Users/furkandemir/Desktop/Thesis/ocr_output/104-10151-10188.txt,
